"Language","original","english","czech","german","russian","polish","hungarian","italian","spanish","french","chinese","japanese","portuguese","chinesesimp",
"STR_CHEFZ_BAIT_SPINNERBAIT_DESC","A spinning blade on a wire. The standard lure for perch, muskie and char.","A spinning blade on a wire. The standard lure for perch, muskie and char.","Rotující plíšek na drátku. Standardní nástraha na okouna, muskie a sivena.","Ein drehendes Blatt am Draht. Der Standardköder auf Barsch, Muskellunge und Saibling.","Вращающийся лепесток на проволоке. Стандартная приманка на окуня, маскинонга и гольца.","Obracający się płatek na drucie. Standardowa przynęta na okonia, maskinonga i palię.","Forgó lapát dróton. A sügér, a maszkinonge és a szajbling alapcsalija.","Una paletta rotante su filo. L'artificiale standard per persico, muskie e salmerino.","Una pala giratoria sobre alambre. El señuelo estándar para perca, muskie y salvelino.","Une palette tournante sur fil. Le leurre standard pour la perche, le maskinongé et l'omble.","鐵絲上的旋轉葉片。針對河鱸、北美狗魚和紅點鮭的基本款擬餌。","ワイヤーに付いた回転ブレード。パーチ、マスキー、イワナの定番ルアー。","Uma pá giratória num arame. A isca padrão para perca, muskie e salvelino.","铁丝上的旋转叶片。针对河鲈、北美狗鱼和红点鲑的基本款拟饵。",
"STR_CHEFZ_BAIT_TROUTBAIT","Trout Bait","Trout Bait","Pstruhové těsto","Forellenteig","Форелевая паста","Ciasto na pstrągi","Pisztrángtészta","Pastura per trote","Masilla para truchas","Pâte à truite","鱒魚餌糰","トラウトベイト","Massa para trutas","鳟鱼饵团",
"STR_CHEFZ_BAIT_TROUTBAIT_DESC","Sweet, soft paste moulded onto the hook. Trout, char and salmon cannot leave it alone.","Sweet, soft paste moulded onto the hook. Trout, char and salmon cannot leave it alone.","Sladké měkké těsto nalepené na háček. Pstruh, siven a losos ho nenechají být.","Süßer, weicher Teig, auf den Haken geknetet. Forelle, Saibling und Lachs lassen ihn nicht liegen.","Сладкая мягкая паста, налепленная на крючок. Форель, голец и лосось её не пропускают.","Słodkie, miękkie ciasto ulepione na haczyku. Pstrąg, palia i łosoś go nie zostawią.","Édes, puha tészta a horogra gyúrva. A pisztráng, a szajbling és a lazac nem hagyja ott.","Pasta dolce e morbida modellata sull'amo. Trote, salmerini e salmoni non la lasciano stare.","Masilla dulce y blanda moldeada en el anzuelo. Truchas, salvelinos y salmones no la dejan pasar.","Une pâte douce et molle moulée sur l'hameçon. Truites, ombles et saumons ne la laissent pas passer.","甜軟的餌糰，直接捏在鉤上。鱒魚、紅點鮭和鮭魚都放不過它。","甘くて柔らかい練り餌をハリに丸めて付ける。マス、イワナ、サケが見逃さない。","Massa doce e macia moldada no anzol. Trutas, salvelinos e salmões não a deixam passar.","甜软的饵团，直接捏在钩上。鳟鱼、红点鲑和鲑鱼都放不过它。",
"STR_CHEFZ_ITEM_PLAICE0","Plaice","Plaice","Platýs","Scholle","Камбала","Gładzica","Sima lepényhal","Passera","Solla","Plie","歐洲鰈","ヨーロッパツノガレイ","Solha","欧洲鲽",
"STR_CHEFZ_ITEM_PLAICE1","A whole Plaice, straight out of the water. A knife turns it into fillets.","A whole Plaice, straight out of the water. A knife turns it into fillets.","Celý úlovek – Platýs. Nožem z něj budou filety.","Scholle, ganz und frisch gefangen. Mit dem Messer werden Filets daraus.","Камбала целиком, прямо из воды. Ножом разделывается на филе.","Gładzica w całości, prosto z wody. Nożem można ją rozfiletować.","Sima lepényhal egészben, frissen fogva. Késsel filézhető.","Passera intero, appena pescato. Con un coltello se ne ricavano i filetti.","Solla entero, recién pescado. Con un cuchillo se saca el filete.","Plie entier, tout juste sorti de l'eau. Un couteau en tire des filets.","整條歐洲鰈，剛從水裡上來。用刀可以切成魚片。","釣りたてのヨーロッパツノガレイ一尾。ナイフで三枚におろせる。","Solha inteiro, recém-pescado. Com uma faca vira filé.","整条欧洲鲽，刚从水里上来。用刀可以切成鱼片。",
"STR_CHEFZ_ITEM_GILTHEADBREAM0","Gilthead Bream","Gilthead Bream","Pražma královská","Dorade","Дорада","Dorada","Aranydurbincs","Orata","Dorada","Daurade royale","金頭鯛","ヨーロッパヘダイ","Dourada","金头鲷",
"STR_CHEFZ_ITEM_GILTHEADBREAM1","A whole Gilthead Bream, straight out of the water. A knife turns it into fillets.","A whole Gilthead Bream, straight out of the water. A knife turns it into fillets.","Celý úlovek – Pražma královská. Nožem z něj budou filety.","Dorade, ganz und frisch gefangen. Mit dem Messer werden Filets daraus.","Дорада целиком, прямо из воды. Ножом разделывается на филе.","Dorada w całości, prosto z wody. Nożem można ją rozfiletować.","Aranydurbincs egészben, frissen fogva. Késsel filézhető.","Orata intero, appena pescato. Con un coltello se ne ricavano i filetti.","Dorada entero, recién pescado. Con un cuchillo se saca el filete.","Daurade royale entier, tout juste sorti de l'eau. Un couteau en tire des filets.","整條金頭鯛，剛從水裡上來。用刀可以切成魚片。","釣りたてのヨーロッパヘダイ一尾。ナイフで三枚におろせる。","Dourada inteiro, recém-pescado. Com uma faca vira filé.","整条金头鲷，刚从水里上来。用刀可以切成鱼片。",
"STR_CHEFZ_ITEM_HALIBUT0","Halibut","Halibut","Halibut","Heilbutt","Палтус","Halibut","Laposhal","Ippoglosso","Fletán","Flétan","大比目魚","オヒョウ","Halibute","大比目鱼",
"STR_CHEFZ_ITEM_HALIBUT1","A whole Halibut, straight out of the water. A knife turns it into fillets.","A whole Halibut, straight out of the water. A knife turns it into fillets.","Celý úlovek – Halibut. Nožem z něj budou filety.","Heilbutt, ganz und frisch gefangen. Mit dem Messer werden Filets daraus.","Палтус целиком, прямо из воды. Ножом разделывается на филе.","Halibut w całości, prosto z wody. Nożem można ją rozfiletować.","Laposhal egészben, frissen fogva. Késsel filézhető.","Ippoglosso intero, appena pescato. Con un coltello se ne ricavano i filetti.","Fletán entero, recién pescado. Con un cuchillo se saca el filete.","Flétan entier, tout juste sorti de l'eau. Un couteau en tire des filets.","整條大比目魚，剛從水裡上來。用刀可以切成魚片。","釣りたてのオヒョウ一尾。ナイフで三枚におろせる。","Halibute inteiro, recém-pescado. Com uma faca vira filé.","整条大比目鱼，刚从水里上来。用刀可以切成鱼片。",
"STR_CHEFZ_ITEM_COD0","Cod","Cod","Treska","Kabeljau","Треска","Dorsz","Tőkehal","Merluzzo","Bacalao","Morue","鱈魚","タラ","Bacalhau","鳕鱼",
"STR_CHEFZ_ITEM_COD1","A whole Cod, straight out of the water. A knife turns it into fillets.","A whole Cod, straight out of the water. A knife turns it into fillets.","Celý úlovek – Treska. Nožem z něj budou filety.","Kabeljau, ganz und frisch gefangen. Mit dem Messer werden Filets daraus.","Треска целиком, прямо из воды. Ножом разделывается на филе.","Dorsz w całości, prosto z wody. Nożem można ją rozfiletować.","Tőkehal egészben, frissen fogva. Késsel filézhető.","Merluzzo intero, appena pescato. Con un coltello se ne ricavano i filetti.","Bacalao entero, recién pescado. Con un cuchillo se saca el filete.","Morue entier, tout juste sorti de l'eau. Un couteau en tire des filets.","整條鱈魚，剛從水裡上來。用刀可以切成魚片。","釣りたてのタラ一尾。ナイフで三枚におろせる。","Bacalhau inteiro, recém-pescado. Com uma faca vira filé.","整条鳕鱼，刚从水里上来。用刀可以切成鱼片。",
"STR_CHEFZ_ITEM_SOLE0","Sole","Sole","Jazyk mořský","Seezunge","Морской язык","Sola","Nyelvhal","Sogliola","Lenguado","Sole","舌鰨","シタビラメ","Linguado","舌鳎",
"STR_CHEFZ_ITEM_SOLE1","A whole Sole, straight out of the water. A knife turns it into fillets.","A whole Sole, straight out of the water. A knife turns it into fillets.","Celý úlovek – Jazyk mořský. Nožem z něj budou filety.","Seezunge, ganz und frisch gefangen. Mit dem Messer werden Filets daraus.","Морской язык целиком, прямо из воды. Ножом разделывается на филе.","Sola w całości, prosto z wody. Nożem można ją rozfiletować.","Nyelvhal egészben, frissen fogva. Késsel filézhető.","Sogliola intero, appena pescato. Con un coltello se ne ricavano i filetti.","Lenguado entero, recién pescado. Con un cuchillo se saca el filete.","Sole entier, tout juste sorti de l'eau. Un couteau en tire des filets.","整條舌鰨，剛從水裡上來。用刀可以切成魚片。","釣りたてのシタビラメ一尾。ナイフで三枚におろせる。","Linguado inteiro, recém-pescado. Com uma faca vira filé.","整条舌鳎，刚从水里上来。用刀可以切成鱼片。",
"STR_CHEFZ_ITEM_SEABASS0","Sea Bass","Sea Bass","Mořský vlk","Wolfsbarsch","Сибас","Labraks","Farkassügér","Branzino","Lubina","Bar commun","海鱸","スズキ","Robalo","海鲈",
"STR_CHEFZ_ITEM_SEABASS1","A whole Sea Bass, straight out of the water. A knife turns it into fillets.","A whole Sea Bass, straight out of the water. A knife turns it into fillets.","Celý úlovek – Mořský vlk. Nožem z něj budou filety.","Wolfsbarsch, ganz und frisch gefangen. Mit dem Messer werden Filets daraus.","Сибас целиком, прямо из воды. Ножом разделывается на филе.","Labraks w całości, prosto z wody. Nożem można ją rozfiletować.","Farkassügér egészben, frissen fogva. Késsel filézhető.","Branzino intero, appena pescato. Con un coltello se ne ricavano i filetti.","Lubina entero, recién pescado. Con un cuchillo se saca el filete.","Bar commun entier, tout juste sorti de l'eau. Un couteau en tire des filets.","整條海鱸，剛從水裡上來。用刀可以切成魚片。","釣りたてのスズキ一尾。ナイフで三枚におろせる。","Robalo inteiro, recém-pescado. Com uma faca vira filé.","整条海鲈，刚从水里上来。用刀可以切成鱼片。",
"STR_CHEFZ_ITEM_REDMULLET0","Red Mullet","Red Mullet","Parmice nachová","Meerbarbe","Барабулька","Barwena","Tengeri márna","Triglia","Salmonete","Rouget","紅鬚鯛","ヒメジ","Salmonete","红须鲷",
"STR_CHEFZ_ITEM_REDMULLET1","A whole Red Mullet, straight out of the water. A knife turns it into fillets.","A whole Red Mullet, straight out of the water. A knife turns it into fillets.","Celý úlovek – Parmice nachová. Nožem z něj budou filety.","Meerbarbe, ganz und frisch gefangen. Mit dem Messer werden Filets daraus.","Барабулька целиком, прямо из воды. Ножом разделывается на филе.","Barwena w całości, prosto z wody. Nożem można ją rozfiletować.","Tengeri márna egészben, frissen fogva. Késsel filézhető.","Triglia intero, appena pescato. Con un coltello se ne ricavano i filetti.","Salmonete entero, recién pescado. Con un cuchillo se saca el filete.","Rouget entier, tout juste sorti de l'eau. Un couteau en tire des filets.","整條紅鬚鯛，剛從水裡上來。用刀可以切成魚片。","釣りたてのヒメジ一尾。ナイフで三枚におろせる。","Salmonete inteiro, recém-pescado. Com uma faca vira filé.","整条红须鲷，刚从水里上来。用刀可以切成鱼片。",
"STR_CHEFZ_ITEM_CONGER0","Conger","Conger","Úhoř mořský","Conger","Конгер","Konger","Tengeri angolna","Grongo","Congrio","Congre","康吉鰻","クロアナゴ","Congro","康吉鳗",
"STR_CHEFZ_ITEM_CONGER1","A whole Conger, straight out of the water. A knife turns it into fillets.","A whole Conger, straight out of the water. A knife turns it into fillets.","Celý úlovek – Úhoř mořský. Nožem z něj budou filety.","Conger, ganz und frisch gefangen. Mit dem Messer werden Filets daraus.","Конгер целиком, прямо из воды. Ножом разделывается на филе.","Konger w całości, prosto z wody. Nożem można ją rozfiletować.","Tengeri angolna egészben, frissen fogva. Késsel filézhető.","Grongo intero, appena pescato. Con un coltello se ne ricavano i filetti.","Congrio entero, recién pescado. Con un cuchillo se saca el filete.","Congre entier, tout juste sorti de l'eau. Un couteau en tire des filets.","整條康吉鰻，剛從水裡上來。用刀可以切成魚片。","釣りたてのクロアナゴ一尾。ナイフで三枚におろせる。","Congro inteiro, recém-pescado. Com uma faca vira filé.","整条康吉鳗，刚从水里上来。用刀可以切成鱼片。",
"STR_CHEFZ_ITEM_SEAEEL0","Sea Eel","Sea Eel","Mořský úhoř","Salzwasser-Aal","Морской угорь","Węgorz morski","Tengeri angolna (sós)","Anguilla di mare","Anguila de mar","Anguille de mer","海鰻","アナゴ","Enguia do mar","海鳗",
"STR_CHEFZ_ITEM_SEAEEL1","A whole Sea Eel, straight out of the water. A knife turns it into fillets.","A whole Sea Eel, straight out of the water. A knife turns it into fillets.","Celý úlovek – Mořský úhoř. Nožem z něj budou filety.","Salzwasser-Aal, ganz und frisch gefangen. Mit dem Messer werden Filets daraus.","Морской угорь целиком, прямо из воды. Ножом разделывается на филе.","Węgorz morski w całości, prosto z wody. Nożem można ją rozfiletować.","Tengeri angolna (sós) egészben, frissen fogva. Késsel filézhető.","Anguilla di mare intero, appena pescato. Con un coltello se ne ricavano i filetti.","Anguila de mar entero, recién pescado. Con un cuchillo se saca el filete.","Anguille de mer entier, tout juste sorti de l'eau. Un couteau en tire des filets.","整條海鰻，剛從水裡上來。用刀可以切成魚片。","釣りたてのアナゴ一尾。ナイフで三枚におろせる。","Enguia do mar inteiro, recém-pescado. Com uma faca vira filé.","整条海鳗，刚从水里上来。用刀可以切成鱼片。",
"STR_CHEFZ_ITEM_HORSEMACKEREL0","Horse Mackerel","Horse Mackerel","Kranas","Stöckermakrele","Ставрида","Ostrobok","Fattyúmakréla","Suro","Jurel","Chinchard","竹筴魚","アジ","Carapau","竹荚鱼",
"STR_CHEFZ_ITEM_HORSEMACKEREL1","A whole Horse Mackerel, straight out of the water. A knife turns it into fillets.","A whole Horse Mackerel, straight out of the water. A knife turns it into fillets.","Celý úlovek – Kranas. Nožem z něj budou filety.","Stöckermakrele, ganz und frisch gefangen. Mit dem Messer werden Filets daraus.","Ставрида целиком, прямо из воды. Ножом разделывается на филе.","Ostrobok w całości, prosto z wody. Nożem można ją rozfiletować.","Fattyúmakréla egészben, frissen fogva. Késsel filézhető.","Suro intero, appena pescato. Con un coltello se ne ricavano i filetti.","Jurel entero, recién pescado. Con un cuchillo se saca el filete.","Chinchard entier, tout juste sorti de l'eau. Un couteau en tire des filets.","整條竹筴魚，剛從水裡上來。用刀可以切成魚片。","釣りたてのアジ一尾。ナイフで三枚におろせる。","Carapau inteiro, recém-pescado. Com uma faca vira filé.","整条竹荚鱼，刚从水里上来。用刀可以切成鱼片。",
"STR_CHEFZ_ITEM_JAPANESESARDINE0","Japanese Sardine","Japanese Sardine","Sardinka japonská","Japanische Sardine","Иваси","Sardynka japońska","Japán szardínia","Sardina giapponese","Sardina japonesa","Sardine du Japon","日本沙丁魚","マイワシ","Sardinha japonesa","日本沙丁鱼",
"STR_CHEFZ_ITEM_JAPANESESARDINE1","A whole Japanese Sardine, straight out of the water. A knife turns it into fillets.","A whole Japanese Sardine, straight out of the water. A knife turns it into fillets.","Celý úlovek – Sardinka japonská. Nožem z něj budou filety.","Japanische Sardine, ganz und frisch gefangen. Mit dem Messer werden Filets daraus.","Иваси целиком, прямо из воды. Ножом разделывается на филе.","Sardynka japońska w całości, prosto z wody. Nożem można ją rozfiletować.","Japán szardínia egészben, frissen fogva. Késsel filézhető.","Sardina giapponese intero, appena pescato. Con un coltello se ne ricavano i filetti.","Sardina japonesa entero, recién pescado. Con un cuchillo se saca el filete.","Sardine du Japon entier, tout juste sorti de l'eau. Un couteau en tire des filets.","整條日本沙丁魚，剛從水裡上來。用刀可以切成魚片。","釣りたてのマイワシ一尾。ナイフで三枚におろせる。","Sardinha japonesa inteiro, recém-pescado. Com uma faca vira filé.","整条日本沙丁鱼，刚从水里上来。用刀可以切成鱼片。",
"STR_CHEFZ_ITEM_ROCKFISH0","Rockfish","Rockfish","Okouník","Felsenbarsch","Морской окунь","Skorpena","Sziklahal","Scorfano","Cabracho","Rascasse","石狗公","カサゴ","Rascasso","石狗公",
"STR_CHEFZ_ITEM_ROCKFISH1","A whole Rockfish, straight out of the water. A knife turns it into fillets.","A whole Rockfish, straight out of the water. A knife turns it into fillets.","Celý úlovek – Okouník. Nožem z něj budou filety.","Felsenbarsch, ganz und frisch gefangen. Mit dem Messer werden Filets daraus.","Морской окунь целиком, прямо из воды. Ножом разделывается на филе.","Skorpena w całości, prosto z wody. Nożem można ją rozfiletować.","Sziklahal egészben, frissen fogva. Késsel filézhető.","Scorfano intero, appena pescato. Con un coltello se ne ricavano i filetti.","Cabracho entero, recién pescado. Con un cuchillo se saca el filete.","Rascasse entier, tout juste sorti de l'eau. Un couteau en tire des filets.","整條石狗公，剛從水裡上來。用刀可以切成魚片。","釣りたてのカサゴ一尾。ナイフで三枚におろせる。","Rascasso inteiro, recém-pescado. Com uma faca vira filé.","整条石狗公，刚从水里上来。用刀可以切成鱼片。",
"STR_CHEFZ_ITEM_PERCH0","River Perch","River Perch","Okoun říční","Flussbarsch","Речной окунь","Okoń rzeczny","Folyami sügér","Persico reale","Perca de río","Perche commune","河鱸","ヨーロピアンパーチ","Perca-do-rio","河鲈",
"STR_CHEFZ_ITEM_MUSKELLUNGE0","Muskellunge","Muskellunge","Štika muskalunga","Muskellunge","Маскинонг","Maskinong","Maszkinonc","Muskellunge","Muskellunge","Maskinongé","北美狗魚","マスキーパイク","Muskellunge","北美狗鱼",
"STR_CHEFZ_ITEM_SNAKEHEAD0","Northern Snakehead","Northern Snakehead","Hadohlavec severní","Schlangenkopffisch","Змееголов","Żmijogłów amurski","Amuri kígyófejű hal","Testa di serpente","Pez cabeza de serpiente","Poisson à tête de serpent","烏鱧","カムルチー","Peixe-cabeça-de-cobra","乌鳢",
"STR_CHEFZ_ITEM_RAINBOWTROUT0","Rainbow Trout","Rainbow Trout","Pstruh duhový","Regenbogenforelle","Радужная форель","Pstrąg tęczowy","Szivárványos pisztráng","Trota iridea","Trucha arcoíris","Truite arc-en-ciel","虹鱒","ニジマス","Truta arco-íris","虹鳟",
"STR_CHEFZ_ITEM_CHAR0","Arctic Char","Arctic Char","Siven arktický","Saibling","Арктический голец","Golec zwyczajny","Sarkvidéki szemling","Salmerino alpino","Salvelino ártico","Omble chevalier","北極紅點鮭","ホッキョクイワナ","Salvelino-ártico","北极红点鲑",
"STR_CHEFZ_ITEM_SALMON0","Atlantic Salmon","Atlantic Salmon","Losos obecný","Lachs","Лосось","Łosoś atlantycki","Atlanti lazac","Salmone atlantico","Salmón atlántico","Saumon atlantique","大西洋鮭","タイセイヨウサケ","Salmão-do-atlântico","大西洋鲑",
"STR_CHEFZ_ITEM_SOCKEYESALMON0","Sockeye Salmon","Sockeye Salmon","Losos nerka","Rotlachs","Нерка","Łosoś nerka","Vörös lazac","Salmone rosso","Salmón rojo","Saumon rouge","紅鮭","ベニザケ","Salmão-vermelho","红鲑",
"STR_CHEFZ_ITEM_EEL0","Eel","Eel","Úhoř říční","Aal","Речной угорь","Węgorz europejski","Angolna","Anguilla","Anguila","Anguille","鰻魚","ウナギ","Enguia","鳗鱼",
"STR_CHEFZ_FISH_FRESH_DESC_WHOLE","A fresh catch from fresh water. Whole it is only a carcass - a knife turns it into fillets.","A fresh catch from fresh water. Whole it is only a carcass - a knife turns it into fillets.","Čerstvý úlovek ze sladké vody. Celý je to jen mršina - nůž z něj udělá filety.","Frischer Fang aus dem Süßwasser. Ganz ist er nur Kadaver - mit einem Messer wird Filet daraus.","Свежий улов из пресной воды. Целиком это лишь туша - нож превратит её в филе.","Świeży połów ze słodkiej wody. W całości to tylko tusza - nóż zrobi z niej filety.","Friss fogás édesvízből. Egészben csak tetem - késsel filévé válik.","Pesce fresco di acqua dolce. Intero è solo una carcassa: un coltello lo trasforma in filetti.","Captura fresca de agua dulce. Entero es solo una res muerta: un cuchillo lo convierte en filetes.","Prise fraîche d eau douce. Entier ce n est qu une carcasse : un couteau en fait des filets.","來自淡水的新鮮漁獲。整條只是屍體，用刀可以切成魚片。","淡水で獲れた新鮮な魚。丸のままではただの死骸だ。ナイフで切り身にできる。","Captura fresca de água doce. Inteiro é apenas uma carcaça - uma faca o transforma em filés.","来自淡水的新鲜渔获。整条只是尸体，用刀可以切成鱼片。",
"STR_CHEFZ_PROC_FILLET_FISH","Fillet fish","Fillet fish","Vyfiletovat rybu","Fisch filetieren","Разделать рыбу на филе","Filetuj rybę","Halat filézni","Sfilettare il pesce","Filetear el pescado","Lever les filets","將魚切片","魚をさばく","Filetar o peixe","将鱼切片",
"STR_CHEFZ_CAT_WHOLE_FISH","Whole Fish","Whole Fish","Celá ryba","Ganzer Fisch","Целая рыба","Cała ryba","Egész hal","Pesce intero","Pescado entero","Poisson entier","整條魚","丸ごとの魚","Peixe inteiro","整条鱼",
"STR_CHEFZ_FISH_BLUEFINTUNA","Bluefin Tuna","Bluefin Tuna","Tuňák obecný","Roter Thunfisch","Синий тунец","Tuńczyk błękitnopłetwy","Kékúszójú tonhal","Tonno rosso","Atún rojo","Thon rouge","藍鰭鮪魚","クロマグロ","Atum-rabilho","蓝鳍金枪鱼",
"STR_CHEFZ_FISH_YELLOWFINTUNA","Yellowfin Tuna","Yellowfin Tuna","Tuňák žlutoploutvý","Gelbflossen-Thunfisch","Жёлтопёрый тунец","Tuńczyk żółtopłetwy","Sárgaúszójú tonhal","Tonno pinna gialla","Atún de aleta amarilla","Thon jaune","黃鰭鮪魚","キハダマグロ","Atum-albacora","黄鳍金枪鱼",
"STR_CHEFZ_FISH_REDSNAPPER","Red Snapper","Red Snapper","Chňapal červený","Roter Schnapper","Красный люциан","Lucjan czerwony","Vörös csattogóhal","Lutiano rosso","Pargo rojo","Vivaneau rouge","紅鯛","フエダイ","Pargo-vermelho","红鲷鱼",
"STR_CHEFZ_FISH_GIANTGROUPER","King Grouper","King Grouper","Kanic obrovský","Riesenzackenbarsch","Гигантский групер","Granik olbrzymi","Óriás fűrészsügér","Cernia gigante","Mero gigante","Mérou géant","龍膽石斑","タマカイ","Garoupa-gigante","龙胆石斑鱼",
"STR_CHEFZ_FISH_MAHIMAHI","Mahi-Mahi","Mahi-Mahi","Zlak nachový","Goldmakrele","Корифена","Koryfena","Delfinhal","Lampuga","Dorado","Coryphène","鬼頭刀","シイラ","Dourado-do-mar","鬼头刀",
"STR_CHEFZ_FISH_GIANTTREVALLY","Giant Trevally","Giant Trevally","Kranas obrovský","Riesen-Stachelmakrele","Гигантский каранкс","Karanks olbrzymi","Óriás fattyúmakréla","Carango gigante","Jurel gigante","Carangue géante","浪人鰺","ロウニンアジ","Xaréu-gigante","浪人鲹",
"STR_CHEFZ_FISH_BLUEMARLIN","Blue Marlin","Blue Marlin","Marlín modrý","Blauer Marlin","Синий марлин","Marlin błękitny","Kék marlin","Marlin blu","Aguja azul","Makaire bleu","藍槍魚","クロカジキ","Espadim-azul","蓝枪鱼",
"STR_CHEFZ_FISH_SAILFISH","Sailfish","Sailfish","Plachetník širokoploutvý","Segelfisch","Парусник","Żaglica","Vitorláshal","Pesce vela","Pez vela","Voilier","旗魚","バショウカジキ","Peixe-vela","旗鱼",
"STR_CHEFZ_FISH_BONITO","Atlantic Bonito","Atlantic Bonito","Pelamida obecná","Atlantischer Bonito","Атлантическая пеламида","Pelamida","Bonitó","Palamita","Bonito del Atlántico","Bonite à dos rayé","齒鰆","ハガツオ","Bonito-do-Atlântico","齿鲔",
"STR_CHEFZ_FISH_YELLOWTAIL","Yellowtail","Yellowtail","Kranas japonský","Gelbschwanzmakrele","Жёлтохвостая лакедра","Seriola japońska","Sárgafarkú","Ricciola giapponese","Medregal japonés","Sériole du Japon","鰤魚","ブリ","Olhete-japonês","黄条鰤",
"STR_CHEFZ_FISH_TARPON","Tarpon","Tarpon","Tarpon atlantský","Tarpun","Тарпон","Tarpon","Tarpon","Tarpone","Sábalo","Tarpon","大海鰱","ターポン","Tarpão","大海鲢",
"STR_CHEFZ_FISH_BLUEFINTUNA_DESC","A trophy-sized saltwater fish. Takes artificial lures only. Fillets: 4.","A trophy-sized saltwater fish. Takes artificial lures only. Fillets: 4.","Kapitální mořská ryba. Bere jen na umělou nástrahu. Filety: 4.","Ein kapitaler Meeresfisch. Beißt nur auf Kunstköder. Filets: 4.","Трофейная морская рыба. Берёт только на искусственную приманку. Филе: 4.","Trofeowa ryba morska. Bierze tylko na sztuczną przynętę. Filety: 4.","Trófea méretű tengeri hal. Csak műcsalira harap. Filék: 4.","Un pesce di mare da trofeo. Abbocca solo alle esche artificiali. Filetti: 4.","Un pez de mar de trofeo. Solo pica con señuelos artificiales. Filetes: 4.","Un poisson de mer de trophée. Ne mord qu’aux leurres artificiels. Filets : 4.","巨型的海水魚。只咬擬餌。魚排：4。","超大型の海水魚。ルアーにしか食いつかない。切り身：4。","Um peixe do mar troféu. Só morde iscas artificiais. Filés: 4.","巨型的海水鱼。只咬拟饵。鱼排：4。",
"STR_CHEFZ_FISH_YELLOWFINTUNA_DESC","A trophy-sized saltwater fish. Takes artificial lures only. Fillets: 4.","A trophy-sized saltwater fish. Takes artificial lures only. Fillets: 4.","Kapitální mořská ryba. Bere jen na umělou nástrahu. Filety: 4.","Ein kapitaler Meeresfisch. Beißt nur auf Kunstköder. Filets: 4.","Трофейная морская рыба. Берёт только на искусственную приманку. Филе: 4.","Trofeowa ryba morska. Bierze tylko na sztuczną przynętę. Filety: 4.","Trófea méretű tengeri hal. Csak műcsalira harap. Filék: 4.","Un pesce di mare da trofeo. Abbocca solo alle esche artificiali. Filetti: 4.","Un pez de mar de trofeo. Solo pica con señuelos artificiales. Filetes: 4.","Un poisson de mer de trophée. Ne mord qu’aux leurres artificiels. Filets : 4.","巨型的海水魚。只咬擬餌。魚排：4。","超大型の海水魚。ルアーにしか食いつかない。切り身：4。","Um peixe do mar troféu. Só morde iscas artificiais. Filés: 4.","巨型的海水鱼。只咬拟饵。鱼排：4。",
"STR_CHEFZ_FISH_REDSNAPPER_DESC","A mid-sized saltwater fish. Takes soft bait as well. Fillets: 2.","A mid-sized saltwater fish. Takes soft bait as well. Fillets: 2.","Středně velká mořská ryba. Bere i na měkkou nástrahu. Filety: 2.","Ein mittelgroßer Meeresfisch. Beißt auch auf Weichköder. Filets: 2.","Средняя морская рыба. Берёт и на мягкую приманку. Филе: 2.","Średnia ryba morska. Bierze też na miękką przynętę. Filety: 2.","Közepes tengeri hal. Puha csalira is harap. Filék: 2.","Un pesce di mare di taglia media. Abbocca anche alle esche morbide. Filetti: 2.","Un pez de mar de tamaño medio. También pica con cebo blando. Filetes: 2.","Un poisson de mer de taille moyenne. Mord aussi aux appâts souples. Filets : 2.","中型的海水魚。也咬軟餌。魚排：2。","中型の海水魚。ソフトベイトにも食いつく。切り身：2。","Um peixe do mar de tamanho médio. Também morde iscas macias. Filés: 2.","中型的海水鱼。也咬软饵。鱼排：2。",
"STR_CHEFZ_FISH_GIANTGROUPER_DESC","A trophy-sized saltwater fish. Takes soft bait as well. Fillets: 4.","A trophy-sized saltwater fish. Takes soft bait as well. Fillets: 4.","Kapitální mořská ryba. Bere i na měkkou nástrahu. Filety: 4.","Ein kapitaler Meeresfisch. Beißt auch auf Weichköder. Filets: 4.","Трофейная морская рыба. Берёт и на мягкую приманку. Филе: 4.","Trofeowa ryba morska. Bierze też na miękką przynętę. Filety: 4.","Trófea méretű tengeri hal. Puha csalira is harap. Filék: 4.","Un pesce di mare da trofeo. Abbocca anche alle esche morbide. Filetti: 4.","Un pez de mar de trofeo. También pica con cebo blando. Filetes: 4.","Un poisson de mer de trophée. Mord aussi aux appâts souples. Filets : 4.","巨型的海水魚。也咬軟餌。魚排：4。","超大型の海水魚。ソフトベイトにも食いつく。切り身：4。","Um peixe do mar troféu. Também morde iscas macias. Filés: 4.","巨型的海水鱼。也咬软饵。鱼排：4。",
